Date	Rev	sentiment	
2-Sep-16	ad suck love	0.5	
8-Jan-13	great music like great choose music like listen ease use fabulous	0.666666667	
26-Jul-14	love pandora	0.5	
12-Sep-14	enjoy	0.4	
27-Feb-13	live small town limit radio station listen like want	-0.056818182	
31-Aug-13	good app allow listen music want still introduce new song free recommend	0.412121212	
12-Sep-14	great	0.8	
8-Jul-14	love	0.5	
26-Aug-14	love	0.5	
15-Aug-14	terrific	0	
20-Aug-14	excellent	1	
15-Feb-17	really enjoy pandora discover android smartphone first learn like use use house sometimes phone car sometimes lose radio reception recently find another music program enjoy im keep pandora	0.2625	
31-Aug-14	love	0.5	
1-Jul-14	absolutely awesome	1	
14-Aug-14	good music	0.7	
18-Feb-13	pandora great concept wish could get car radiothat would amaze	0.8	
12-Jan-13	pandora greatest invention u listen kind music free life pandora	0.666666667	
17-Jul-14	love pandora	0.5	
11-Jan-13	sure something wrong able get pandora play kindle fire hd	0.166666667	
8-Aug-14	good music	0.7	
27-Dec-12	many choice love pandora matter taste music pandora much	0.4	
25-Jan-13	feel like charge artist music listen love channel create	0.5	
17-Mar-13	love pandora play favorite song could play day	0.5	
25-Jan-13	really enjoy pandora daughter recommend get please	0.4	
2-Mar-13	like mix tune ease cant wait find time get deeper	0	
14-Sep-14	good	0.7	
29-Aug-14	love	0.5	
18-Aug-14	excellent	1	
12-Apr-13	use every single day always love app im try full version	0.25952381	
26-Jul-14	great product	0.8	
17-Aug-14	great app	0.8	
8-Mar-13	app go great kindle love music add every portable device	0.65	
1-Aug-14	love	0.5	
6-Oct-14	good app	0.7	
29-Apr-12	want th app use pandora desktop channel save app give channel start app	0	
26-Jul-14	toooo awesome	1	
13-Feb-13	love listen music stead watch tv time help mood make happy	0.65	
20-Jul-14	love pandora	0.5	
25-Jul-14	love app	0.5	
16-Aug-14	good	0.7	
27-Aug-14	awesome	1	
14-Jul-14	awesome program	1	
12-Sep-14	good	0.7	
19-Feb-13	love app fun go music kindle fire take anywhere	0.4	
26-Feb-13	hear song like new one	0.136363636	
7-Dec-12	use pandora almost anything device love mobile always available	0.45	
15-Aug-14	excellant	0	
29-Nov-12	work dental office u listen pandora music age easy use	0.433333333	
25-Feb-13	sure radio gospel refer pick music still learn kindle	0.5	
26-Sep-14	b	0	
29-Jul-14	fast service	0.2	
20-Dec-12	choice rate get old school music dont get anymore enjoy	0.25	
19-Aug-14	love	0.5	
27-Dec-12	love app use computer phone kindle tv ipad fact entire familiy us	0.25	
27-Dec-12	love love music feature pandora dont want without thank thank	0.5	
27-Dec-12	pandora great asset must tablet smart phone love music must	0.504761905	
3-Jan-13	many commercial enjoy would like see blue jazz music thank help	0.225	
19-Nov-12	love love love nothing better long day jam tune choose doesnt get better	0.408333333	
22-Jul-14	love app	0.5	
30-Mar-13	totally like app fact name choice music work	0	
23-Aug-14	love	0.5	
9-Mar-13	like free music like skip song many time hour	0.45	
19-Sep-14	ok	0.5	
29-Aug-14	great	0.8	
11-Oct-12	pandora recommend lady time another one try didnt work pandora get star vote	0	
12-Aug-14	love	0.5	
13-Jun-12	great listen music free doesnt get though commericals lot music choose	0.6	
6-Aug-14	good music	0.7	
15-Jul-14	love app	0.5	
9-Jul-14	awsome	0	
31-Dec-12	great music system pick type music play random every one enjoy	0.233333333	
18-Sep-14	ok	0.5	
12-Sep-14	ok	0.5	
30-Dec-12	title say even since listen st time ive like product good time fun music	0.5	
28-Jan-13	love find whatever genre look best thing largest variety	0.75	
26-Feb-13	pandora good music station pandora heart radio like	0.7	
17-Sep-14		0	
30-Jul-14	work well	0	
21-Aug-14	love	0.5	
10-Aug-14	like	0	
19-Jul-14	love pandora	0.5	
15-Aug-14	love	0.5	
27-Jan-13	glad iheart pandora set wish word available	0.45	
11-Sep-14	fun	0.3	
28-Dec-12	love easy use great music selection make fit mood suggest try	0.533333333	
7-Jul-14	beautiful music	0.85	
28-Dec-12	great way able listen favorite musicof variety truly enjoy	0.55	
2-Feb-13	love app much like pick whatever artist want song	0.35	
21-Jun-16	love ability pick artist station create artist similar artist well discover lot music might never fin otherwise	0.25	
8-Aug-14	great app	0.8	
8-Aug-14	love	0.5	
16-Feb-13	wow better find band want great love thank	0.475	
2-Aug-14	yay music	0	
5-Feb-14	im happy able listen music whenever im either browse computer listen read cook ive also add free app kindle enjoy immensely great choice genre enjoy type music normally wouldnt play list try eg new age indie christian latin etc would highly recommend pandora anyone love music dont want ad pay per month week great nonstop entertainment	0.388181818	
26-Dec-12	use thia app addict use others best player kindle fire hd sound great	0.733333333	
27-Jul-14	great stuff	0.8	
12-Aug-14	love	0.5	
22-Feb-13	love hear music love great carwork place	0.6	
3-Dec-12	complaint app however require certain amount word kind suck	0.171428571	
21-Feb-13	music quality great listen ever want problem app great	0.8	
15-Jul-14	yoo expensive	-0.5	
6-Aug-14	cool apt	0.475	
29-Mar-16	doesnt seem work fire star	0	
27-Feb-13	nice use best part free love nothing else like	0.625	
14-Jul-14	love pandora	0.5	
28-Jan-13	love pandora kid love kid bop every hear commercial big deal	0.25	
15-Aug-14	like	0	
26-Aug-14	star	0	
30-Jul-14	great app	0.8	
12-Mar-13	great way listen music really like hear love	0.5	
18-Feb-13	like lot retro music parent like pandora must music lover	0	
4-Aug-14	great app	0.8	
4-Mar-13	limit selection love able choose want listen	0.5	
31-Aug-14	good	0.7	
24-Feb-16	wont play music matter station put volume every thing nothing work ive uninstalled instal nothing	0	
13-Dec-12	great love inerdiced app whole family andbthey love	0.5	
3-Feb-13	problem pandora go app turn thats ok though	0.5	
20-Aug-14	great	0.8	
20-Aug-14	great	0.8	
27-Dec-12	great absolutely love make playlist song one best apps ever	0.766666667	
11-Jan-13	always enjoy listen pandora love ability pick channel mood time	0.45	
11-Jan-13	pandora bombi listen every day play old school song love much perfect	0.533333333	
6-Jul-14	love site	0.5	
26-Dec-12	great people create awesome say thank please continue	0.9	
26-Nov-12	playlist point time commercial dont come often great app	0.4	
30-Jun-14	love app	0.5	
23-Aug-14	great	0.8	
18-Oct-12	really enjoy pandora radio eclectic mix music type station speak	0.4	
28-Aug-14	easy	0.433333333	
12-Aug-14	love	0.5	
29-Mar-13	great really enjoy play time love music much	0.475	
14-Feb-13	david user pandora year pcglad listen new kindle fire	0.136363636	
8-Jan-13	give pandora really love much variety commercial quick recommend app	0.258333333	
28-Aug-14	nice	0.6	
15-Jul-14	pretty good	0.475	
15-Jan-13	think best deal earth stream music absolutely happy pandors	0.9	
31-Dec-12	best love try love recomend app	0.666666667	
17-Aug-14	ok	0.5	
11-Aug-14	love	0.5	
11-Aug-14	love	0.5	
8-Oct-12	advertise time time love pandora kid love car nice	0.533333333	
8-Jul-14	love app	0.5	
28-Jan-13	love son kindle listen kidz bop station great time	0.65	
21-Aug-14	great	0.8	
27-Jan-13	aweome laptop kindle fire great listen time buy	0.8	
5-Jan-13	far really like downside us battery faster play game	-0.033333333	
12-Mar-13	thing miss sleep timer one would give star sure	0.5	
24-Jul-14	great app	0.8	
4-Mar-13	pandora fan quite time love app work real well	0.35	
13-Feb-12	love app much ive discover many new song highly recommend app anyone want discover world music	0.299272727	
24-Jul-14	great app	0.8	
12-Jul-14	love	0.5	
26-Jan-13	like music like video like listen music like pandora like like like like like much	0.2	
13-Feb-13	use app try use apps music background pandora pause randomly	-0.5	
22-Apr-13	pandora easy put kindle use tune get use	0.433333333	
3-Aug-14	love	0.5	
12-Dec-12	station cannot live without also love iheart radio well	0.318181818	
27-Dec-12	like app music person sister download	0	
19-Aug-14	okay	0.5	
1-Feb-13	like site let choose artist want listen sound good	0.55	
9-Jan-13	love app pandora radio every device recommend anyone	0.5	
24-Jan-13	would better could play artist instead radio time	0.5	
7-Aug-14	like	0	
6-Feb-13	find dont use much free version make difference review	0.4	
10-Jul-14	great sound	0.6	
17-Aug-14	great	0.8	
26-Jul-14	okay	0.5	
6-Aug-14	love	0.5	
14-Jan-13	truly love app better heart radio enjoy app download u	0.466666667	
31-Jul-14	love	0.5	
27-Feb-13	since havent use one song far need time make judgment	0.1	
13-Jul-14	fantastic	0.4	
24-Jul-14	love	0.5	
6-Dec-12	best ever control get music want hear free use year	0.7	
18-Jul-14	work well	0	
29-Jul-14	awesome	1	
27-Sep-12	single song search couldnt find must get old thats almost like magic	0.176190476	
27-Dec-12	listen exactly like thats way cool doesnt get better	0.366666667	
3-Jan-13	love account good kindle laptop think everyone need account	0.6	
3-Aug-14	love	0.5	
25-Aug-14	yay	0	
27-Nov-12	pandora something wish would think love iti love variety perfect	0.666666667	
28-Jul-14	love	0.5	
2-Jan-13	easy use app great way listen favorite music use time	0.577777778	
18-Aug-14	good	0.7	
12-Jan-12	dont know people bad app amaze go facebook twitter listen music great android tablet	0.05	
30-Jan-13	nice able play music kindle fire fairly easy use music feature	0.511111111	
9-Dec-12	like listen particular type music time favorite artist	0.333333333	
1-Aug-14	love	0.5	
20-Jan-16	like muchi get choose song listen also like fact dont like particular song tire listen certain song give thumb do wont hear pandora computer awhile love however away computer didnt older phone upgrade phone smart phone get listen pandora whenever want yipee	0.252380952	
24-Dec-12	receive type music like hear easy install listen like	0.433333333	
30-Jul-14	love	0.5	
15-Aug-14	good	0.7	
15-Aug-14	good	0.7	
27-Jan-13	new listen music give time day type music curse	0.136363636	
12-Jan-13	like type want hear rockin kinda music plain good stuff	0.242857143	
28-Dec-12	love kind music great experience hear tune new kindle fire	0.509090909	
13-Jul-14	awesome	1	
11-May-12	want permission email contact ungood ive use ap like need send email	0	
1-Jul-14	great music	0.8	
27-Dec-12	love always hear music love never let never let	0.5	
23-Jul-14	love	0.5	
9-Mar-13	really enjoy music app come handy want get groove	0.5	
11-Nov-12	good source music like easy use portable device could good tool stay connect	0.611111111	
22-Jul-14	love	0.5	
3-Dec-12	likethe idea choose music like refuse one dont want listen	0	
22-Jul-14	best	1	
10-Dec-12	wife use pandora since start roku app one best kindle apps	1	
27-Jul-14	awesome	1	
21-Feb-13	great music love variety get fit daily mood mr time	0.425	
20-Jul-14	perfect	1	
25-Jul-14	love	0.5	
25-Jul-14	love	0.5	
19-Jul-14	variety	0	
24-Jul-14	love	0.5	
28-Nov-12	really like choose kind music mobile device pandora great way listen music	0.533333333	
13-Jul-14	great app	0.8	
9-Aug-14	good	0.7	
18-Jul-14	love	0.5	
17-Jul-14	awesome	1	
28-Jul-14	ok	0.5	
17-Jul-14	love	0.5	
4-Mar-15	pandora really great app able make station favorite artist listen song want dont look music online buy music online listen pandora love music listen time great app	0.62	
24-Jan-13	love pandora phone computer tablet completely love	0.5	
9-Jan-13	like lot sometimes want hear song artist great app thank	0.8	
1-Jan-13	pandora good program listen ever music like listen often	0.7	
17-Dec-12	love music ability make station kid love even five year old	0.366666667	
6-Feb-13	sorry use regular basissorry use regular basis	-0.166666667	
21-Jul-14	love	0.5	
1-Aug-14	great	0.8	
9-Dec-12	love love love pandora get great service get music love	0.56	
1-Aug-14	great	0.8	
15-Jan-13	ok guess mean able get listen song like also listen song dont like kinda annoy	0.229166667	
6-Aug-14	cool	0.35	
20-Jul-14	awesome	1	
20-Jul-14	love	0.5	
22-Jul-14	great free	0.6	
8-Jul-14	thank	0	
11-Mar-12	great app exactly like web site find song love plus new song artist similar one ive enter	0.337272727	
28-Dec-12	download mistake really rate sure place	0.35	
19-Sep-12	awesome app love internet radio commercial free app highly recommend	0.412	
7-Jul-14	nice	0.6	
27-Dec-12	pandora computer yearsto able take wherever go real joy	0.75	
26-Dec-12	wish buy version stop ad seem life day	0	
28-Jul-14	great	0.8	
25-Dec-12	set new kindle fire get thru directtv love create station	0.318181818	
25-Dec-12	product much better others use past dad recommend	0.125	
16-Jul-14	gracias	0	
1-Aug-14	cool	0.35	
4-Jul-14	good	0.7	
10-Jul-14	love	0.5	
24-Mar-13	honestly love pandora tell five hour leave listen free march never time keep download heart radio free app please guy become cheap decide upgrade doesnt mean minor pay cause want upgrade stuff version dine love pandora app use absolutely everyday dont want delete	0.2046875	
6-Jan-13	nice music enjoy touch button free variety choice	0.466666667	
2-Jul-14	excellent	1	
24-Sep-15	fill everything doesnt work always say cant sign sux becaus would really love could listen continuous music instead youtube buffer load also would like alarm music instead buy music feature alarm clock apps	0.5	
24-Jul-14	love	0.5	
27-Dec-12	app like andriod phone app use kindle work great love	0.65	
27-Dec-12	pandora phone get kindle one first apps download	0.25	
27-Dec-12	pandora great way listen music many cost money give computer virus ouch	0.65	
18-Nov-12	music app say speak make channel listen like	0	
31-Jan-13	let pick genre able listen style music wherever go	0.5	
21-Jan-16	love use everyday think better music app many ready make station choose band style like play get even better personalize individual taste	0.285714286	
7-Aug-14	ok	0.5	
24-Dec-12	love station want need always use pandora need jam five star	0.5	
1-Jun-12	love best app ever would recmend music fan choice evrryone u love music u love aop	0.625	
21-Feb-13	dont use kindle fire hd listen radio usually use app	-0.25	
21-Jul-14	suck	0	
6-Aug-14	ok	0.5	
28-Jun-14	excellent	1	
8-Jul-14	awesome	1	
13-Jul-14	wow	0.1	
2-Jul-14	love	0.5	
24-Jul-14	nice	0.6	
7-Jul-14	love	0.5	
7-Jul-14	awesome	1	
27-Dec-12	love pandora kindle evrything want play right music	0.392857143	
1-Jan-12	use android tablet computer absolutely awesome highly recommend platform us small memory foot print	0.303333333	
9-Jan-13	world wish car every love choice something new every day	0.318181818	
1-Jan-13	hook today far good price right cant think hole lot say	0.361904762	
26-Jun-13	ive pandora subscriber year well worth pay take place defunct stereo system dont use yet another social network listen music would prefer option listen particular person group introduce similar artist fine lot time time want listen want listen downside internet go music overall im please pandora listen much day day plan continue subscription indefinitely unless change something drastically way doesnt work far perfect solution	0.246296296	
3-Jul-14	love	0.5	
3-Jul-14	like	0	
18-Oct-11	finally android app awesome nothing le say work great sound great reason play music like	0.6	
1-Dec-15	pandora work great everything except new amazon fire tablet buy tablet neither sound run pandora program work amazon fire program run show song play progression bar move sound tablet star fire tablet star device	0.434090909	
2-Jul-14	luv	0	
2-Jul-14	love	0.5	
27-Dec-12	must music fan top apps highly recommend	0.33	
12-Jul-14	great	0.8	
2-Jan-13	love pandora home computer great use much	0.5	
25-Aug-15	need source background music live roomnot adept easy set stop ask im still listen occasionally run advertisement seem make assumption type music want seldom run anything dont like	0.292424242	
10-Dec-12	dont really use sure day itll useful recommend still	0.333333333	
29-Mar-13	life music everything else detail rand paul	0	
6-Feb-13	fantastic get music want ever want without pay	0.4	
27-Mar-16	pandora app glitching ever since message start pop week ago dont remember exactly ive uninstalled redownloaded app least time google play twice amazon app store message still keep pop try use app im buy use free version app store say dont therefore cant use glitch free	0.1875	
14-Mar-17	thank	0	
28-Sep-16	music like	0	
26-Jul-14	ya	0	
26-Jul-14		0	
17-Oct-11	awesome app require strong cell wifi signal naturally commercial annoy totally worth love pandora phone	0.446666667	
18-Feb-13	love diffrent music find mood time	0.5	
3-Jun-16	pay version still interruption	0	
8-Jul-14	great	0.8	
7-Jul-14	great	0.8	
10-Jan-13	like work well mindless play laptop smart phone	0.007142857	
25-Dec-12	love much music easy use great trip want listen music	0.483333333	
14-Mar-12	get upgrade pandora wont load get slacker love like pandora upgrade doesnt work	0.5	
29-Nov-12	play work computer relax great control music	0.8	
8-May-14	love pandora	0.5	
30-Jun-14	work	0	
1-Jan-13	say love pandora kid device love love	0.5	
29-Jun-14	great	0.8	
22-May-12	best radio find make use like radio favorite song artist	0.75	
5-Feb-13	good product love radio clear good musicoh oh oh oh oh oh oh oh oh oh oh oh yea	0.5	
28-Jun-14	love	0.5	
27-Aug-14	love	0.5	
1-Sep-16	aweful work well first seem service get annoy longer go without upgrade barely get one song play freeze speed equipment issue thing several device speed	0.1	
30-Nov-14	love dont mind one commercial comment uninstall install device devise even wen regularly update still tilt time time like twice year biggie since free great app	0.34	
11-Feb-16	try play song play like second skip end freeze really love nightcore meghan trainor radio cant listen happen please fix raise rat thank	0.25	
3-Nov-12	great song app love fact choose station listen great selection	0.7	
2-Nov-12	like heart radio better one similar get good app	0.4	
17-Dec-12	dont think single person day use app work great	0.364285714	
9-Dec-12	love product home computer iphone ipad kindle love	0.5	
18-Jul-13	use pandora often computer excite get kindle fire hd daughter tablet work fine android tablet pandora nightmare kindle fire take forever load usually multiple try often stop play apparent reason middle song may may resume give moment even play well try turn pandora wont shut completely shut kindle get quit hopefully pandora soon fix mess enjoy music kindle fire two star fact work tablet get app kindle	0.113095238	
14-Nov-16	like music everywhere go without take memory carry extra music device pandora way go	0	
7-Jan-13	always love pandora use app product house	0.5	
20-Nov-12	download app kindle fire listen whatever music mood kindle even better free app easy download take second	0.333333333	
25-Nov-12	best way get music like play time easy use	0.716666667	
9-Dec-12	listen time like dj please	0	
6-Aug-15	listen pandora year love plug vibe want get kind music ive never hear use halloween party holiday gettogethers goto station work one favorite motion picture score composer use pandora way find similar artist work especially well classical music dont mind ad lot time get value ad local deal special love listen pandora kindle read access ipad work bluetoothstream car im always click away favorite music	0.295714286	
18-Mar-15	pandora great search relax sleep sound upon fall asleep startle advertisement announcement well take another hour fall back asleep find add free pandora accept monthly fee small one time fee sleep sound pandora nice ok rather use kindle fire iphone music video oh forget say commercial add even pandora music file walk away see ad	0.316666667	
2-Nov-16	use day seem realy neat pick artist type name teh musci taht artist play pretty cool	0.3	
2-May-16	get app sign enter info wouldnt let sign try new password avail exactly could problem familiar pandora think awesome app im give four star rat awesome wont let sign	0.552272727	
12-Jun-17	ive move back pandora spotify due increase music selection could probably get better	0.125	
23-Jul-14	great	0.8	
2-Feb-13	app great quility lot stuff advable	0.8	
9-Dec-12	try many ad skip song two ad come remove day	0.5	
16-Dec-12	like feel know music finger tip want	0	
21-Dec-12	listen ok dont use often site new ok	0.378787879	
26-Dec-13	hear pandora play someone house several week ago decide sign free version see like ad however far comparison regular radio bombard many commercial seem music pandora also choose favorite genre radio station theme pandora much better think never listen radio pandora available	0.266666667	
26-Dec-12	music want dont download better love	0.5	
12-Dec-15	wont play song everything else work thumb thumb skip wont load song	0	
19-Nov-11	pandora perfect radio station phone even better price perfect get android	0.833333333	
16-Jan-13	friend mine app phone didnt even know think awesome download onto kindle neat easily able customize	0.75	
10-Jul-14	love	0.5	
28-Nov-12	use time every music mood plus listen sort comedy	0	
6-May-14	awesome	1	
25-Dec-12	great app must app one app thank pandora	0.8	
15-Nov-16	wonderful	1	
14-Feb-12	seem phone app seem drop song quite often sure pandora issue phone otherwise alright	0.5	
4-Aug-16	first love still love part issue listen station havethey suppose play music similar title station listen tend play music nothing station listen example one call loretta lynn radio classic country music female singer era like patsy clinekitty wellsetc one tell michael jackson thriller country music one song play loretta lynn station	0.236111111	
6-Sep-12	must anyone love music one like make time past better	0.25	
10-Jan-13	love fact make station play song like go	0.5	
12-Dec-11	idea others complain pro subscription dont get ad run great device	0.8	
13-Nov-13	saw sleep timer add new update go happen reason put app kindle could fall asleep relax music	0.136363636	
6-Feb-15	get app kindle android phone music everywhere go much better radio reception crystal clear le lot le commercial radio commercial interruption tolerable content commercial even relevant sometimes youre will pay monthly subscription fee currently introduce get advertisingfree music last shouldnt forget mention tmobile music stream pandora doesnt count towards data usage sweeeet	0.125	
6-May-14	love	0.5	
15-May-16	pandora great music service free version app minimal commercial primarily interruption free listen create account preference get recommend music account accessible device listen anywhere definitely would download	0.284375	
12-Apr-14	obvious good get choose song want create several different station different type music part dont like seem want continuously interact tell like dont like also test patience throw song want dont want radio station babysit prefer music background best time set pandora account long car trip several hour finetune station	0.20625	
19-Nov-12	great free app music global two android good music great price thats plenty	0.54	
29-Nov-14	find loop music short receive kindle week ago already get lot repeat song shouldnt happen soon zillion song also click beatles station get lot music beatles music happen yes im shuffle think station id hear least lot music short loop primary dissatisfaction havent update noadvertisement membership dont mind think perhaps upgrade id get longer time repeat song thats noads mean im sure would solve problem	0.047916667	
11-Jan-12	best stream radio want one song love instead give songartistubut many like	0.666666667	
24-Oct-11	cant stop use app enjoyable problem far doesnt like music choice anytime anywhere	0.3	
16-Sep-16	love every purpose intend like run skip happen station listen day time every time skip sometimes play song back back three time row stupid small flaw love	-0.008333333	
21-Jan-12	everyone cry free music app awesome work great play exactly want hear every time	0.6125	
2-Feb-17	keep come im something else another menu cant get rid unless completely close device	0.1	
14-Apr-13	pandora best app internet site music time short ad every song make money child s eagle radio give classic rock could ever want preprogrammed station great gotta love little disco time time s radio sometimes even like little country listen home internet smart phone tablet course kindle wifi g make station base favorite band music like customize become thumb never hear	0.200595238	
23-Jun-16	love	0.5	
25-Jan-13	play well feel limit play screen clear easy use	0.266666667	
20-Apr-14	okay	0.5	
2-Jan-14	love pandora lately refresh middle song start new one also shut silk couple minute like maybe two song know dont like song still listen like shut completely like list pandora im browse internet silk cant please fix	0.087272727	
13-Feb-15	find create radio station song play case create several radio station base performer simon garfunkel know g record many song hear three four along lot performer music marginal interest skip many song get message allow often like also find two month try use music album record live event prefer higher quality studio song dont seem choice issue longer use pandora	0.097727273	
16-Feb-15	free advert create pandora account sign exist one p use connect internet make sense bite bummer airplane mode one take little time figure navigate fairly simple think ive get basic best part run background thing kindle like listen read especially since havent get music onto fire yet think best suit people already familiar pandora recommend anyone who online want music	0.3234375	
13-Jan-13	like hart radio better listen	0.5	
8-May-12	ok discover pandora fell love like change create station	0.5	
12-Jan-13	good app u lol get dont haha	0.566666667	
4-Jan-13	work great easy download stream well	0.616666667	
2-Apr-14	put kindle also computer really enjoy listen music enter artist get mix artist along similar artist put multiple artist put music shuffle go back forth artistsgenres although significant find informationlyrics sometimes incorrect example cant remember say write song ohio correct artistit write neil young generally big deal problem opt pay mo get pandora commercial free le second bothersome	0.1275	
17-Mar-12	ok need better option phone music genre next none volume control would awesome	0.5	
23-Jan-13	would recommend anyone know kindle surprise quality music kindle	0	
4-Feb-12	best app download tablet want listen music ever want highly recomend app	0.58	
28-Sep-16	like fact im able pick song like	0.5	
26-Jun-15	absolutely love pandora choose add monthly subscription like month subscription totally worth regular pandora occasional ad cant skip subscription ad use app every day favorite station train play favorite song time even find new artist song didnt know exist pandora occasionally add random new song artist mix	0.157272727	
25-Sep-16	account show app dont every time click say session time although try open time say account cannot set time word effect	0	
8-Nov-15	complaint elvis presley channel play one two elvis song hour hear waylon johnnie cash elvis go channel set set favorite artist play want	0.1	
24-May-14	another ap wont open go back home screen kindle annoy hey thats droid ipod forright	0	
10-Mar-15	pandora use nice interface spam alarm notification ad must manually close go screen close program doesnt support menu button turn randomly cant let idle background perfect bluetooth stream car leave car let app shut wake whim random time blare music im meet library awesome fix app pandora excuse laziness intentional annoyance know would never pay premium issue	0.258333333	
16-May-16	love app one problem comment section people keep leave chain mail example say kiss hand post song minute good luck people swear give personal information keep say give personal information like never know happen people inappropriate either take comment section make sure super strict like moviestar planet	0.338888889	
20-Feb-15	many ad	0.5	
6-Sep-13	use al time instead play radio home car app must	0	
22-Nov-11	sudden play minute every song play complete commercial get fix asap	0.033333333	
4-Sep-16	love however many long pause guess im trouble stream im tech savvy im loss problem remedy	0.1875	
24-Feb-12	get droid x update doesnt shut anymore love work better slacker imo	0.5	
30-Dec-13	neighbor help signup pandora able listen great instrumental christmas music listen many different variety music wife enjoy mostly easylistening wireless speaker take room want music right treat crap radio	0.273214286	
24-Jun-15	give star rat really stick music free create new station big deal add every song play leave fire bed listen add another one come uuuuurrrrrggggg almost put star rat heart tell didnt tell mom last night wish add world really great station like dive camron ariana grande	0.256060606	
14-Nov-16	dont know anyone else notice sometimes hear song order get little aggravate even though like song dont want hear one order every time listen station ive notice happen pop rock radio thankfully pandora often offer new song first click station usually song dont like im hold course ill put thumb get song quite frustrate	-0.110227273	
3-Sep-15	work great month play second phone htc one m happen phone galaxy s situation could never resolve phone either pay subscriber long time end today many people problem pandora solution work hate say goodbye pandora dont feel choice thank	0.09	
18-Jul-16	use pandora year absolutely adore service must customcreated station enjoy music know also give opportunity hear new music artist never hear	0.245454545	
6-Apr-16	app would place picture letter p photo gallery several different spot would remove would remove phone	0	
6-Jul-17	idea zip code cant sign think get hear music uninstalled dont want go though stuff darn	0	
4-Oct-16	good music app able create profile start listen right away without download song able pick artist genre give variety music pick anything smooth jazz lil wayne short ad pop song able skip think time dont want hear moment app learn taste suggest song remove one didnt like playlist like even listen comedy skit holiday music look good music app	0.448214286	
10-May-16	think sound quality volume vary lot song song unfortunately like radio cirus satellite radio car think great mo want subscription didnt enough station want make worth play cd lot sound quality level wife us pandora	0.233333333	
4-Jun-16	take tablet almost soon put huge fan pandora didnt like way app work	0.4	
2-Aug-15	pandora app work intend however video add literally every song bite excessive love program bug one point time cause ad interruption however seem like since fix thing think recommend like artist playlist redundant song little variety recommendation complete outside genre listen song downvoted still play break system grooveshark wouldnt shut would definitely use pandora need improvement sure	0.0578125	
8-May-14	read review pandora get download kindle open didnt work peru yes peru talk english pretty well american yeah confuse point doesnt work everywhere work u bam get usually give good review couldnt even use whats point thank put useful review please oh think youd like hotspot fm look free thank	0.175	
29-Oct-16	love app listen favorite artist select music accord listen downside skip song time listen chosed	0.5	
14-Nov-16	love app continue use even apps pandora forever favorite one wish free ad guess option buy without ad	0.466666667	
3-Jun-13	app awesome make playlist favorite singer song song allow look lyric song another reason app awesome listen song hour never pay song also taste song play song u dont like u hit thumb button never pay song playlist app great highly recommend app bad thing get six skip per hour playlist listen pandora time fly	0.47625	
30-Jul-15	pandora make super easy assemble music genre create lot radio station make station one particularly relax track david steve gordon pandora find music like ever expect find love discover new title learn artist station like spa every time hear selection music pandora play hope pandora always around	0.313939394	
5-Mar-12	great love mix music way like freedid say free	0.566666667	
4-Feb-16	love pandora give choice want listen without push button find one station want change do preference smooth jazz give peace mind meditate relax work clean house saturday morning even bad day smooth jazz way go variety pandora way go	0.193333333	
24-Mar-17	rat app star im able personalize station wide variety music love pandora	0.3	
6-Nov-16	love pandora whatever music want want	0.5	
11-Nov-17	really love pandorea today open totally different format format allow annoy ad top song information ad corner grandma old phone format ten year ago like format think harder use please change back	0.125	
18-Jan-13	great way hear favorite music use kindle another app also like fact listen wherever use kindle	0.65	
23-Jan-14	would give star search song create station base song song play first know ive chosed right songartist another reason le perfect rat commericals understand need every song commercial every time shut switch back regular radio point final issue buffer mine lot right middle song sometimes	0.102142857	
9-May-14	wife choose app purchase kindle fire hd variety music pandora best ever hear many album cut artist choose others cut never hear always pleasure hear song favorite artist first time may apps similar pandora maybe better wife arent look permanent pandora listener also work well tv roku smart tv highly recommend pandora music lover variety bring life	0.390535714	
6-Dec-13	nice	0.6	
5-Mar-16	purchase pandora one subscription several thing enjoy pandora able check favorite list want check song ive hear first time like able give song thumb help control song want rotation use free pandora feature difference free version contain ad	0.36875	
30-Jun-16	get game u listen song u search plus u put thump love app u would get app p search zara maria larsson love song u search also two zara larssons one older one ok well hope u get	0.253333333	
12-Oct-17	life span tune ive listen pandora awesome	1	
29-Jan-16	pandora wouldnt upload correctly delete try reinstall erase apps still say appstore completely false everytime hit uninstall amazon appstore appstore completely close dissapointed	-0.15	
1-Mar-15	pandora one greatest invention come internet thank creator love able put music customize specific like mood must everyone doesnt like music commercial every often annoy im cheap purchase ad free listen	0.4	
16-Jul-16	ive pandora subscriber year recently add app phone channel create laptopdesktop automatically phone app set cumbersome issue get start app	0	
24-Jan-12	get app t awesome jam radio day long free	0.45	
1-Dec-12	use ok load ad watch listen limitation try force subscribe month thank remove	0.5	
26-May-14	didnt even get chance listen music pandora load kindle literally second say time go back home screen seriously time second would rate star could love pandora app work phone uninstalling reinstall hope fix	0.033333333	
13-Nov-16	site enable pick one singer want hear create station voila hear favorite singer create many station want	0.5	
16-Dec-16	whether pandora problem amazon problem must fix there one thing modern world absolutely ought work le time alarm clock pandora kindle work sometimes maybe sometimes pandora start play inappropriate time maybe alarm relate today be alarm go offat pm connect internet whole time every time pandora great service change review star critical error reverse work consistently	0.275	
